"Town","FIPS","Year","Year Submitted","Town Profile Year","Variable","Measure Type","Value"
"Beacon Falls","0900903250","2016","2014","2017","Top 10 Total Grand List","Number","0"
"Beacon Falls","900903250","2017","2018","2018","Top 10 Total Grand List","Number",-666666
"Beacon Falls","0900903250","2013","2014","2016","Total Grand List","Number","522448654"
"Beacon Falls","0900903250","2016","2014","2017","Total Grand List","Number","473540987"
"Beacon Falls","900903250","2017","2018","2018","Total Grand List","Number","521757462"
"Berlin","0900304300","2009","2010","2016","Net Grand List","Number","2277715548"
"Berlin","0900304300","2009","2010","2017","Net Grand List","Number","2277715548"
"Berlin","0900304300","2009","2010","2018","Net Grand List","Number","2277715548"
"Berlin","0900304300","2009","2010","2016","Top 10 Total Grand List","Number","270222340"
"Berlin","0900304300","2009","2010","2017","Top 10 Total Grand List","Number","270222340"
"Berlin","0900304300","2009","2010","2018","Top 10 Total Grand List","Number","270222340"
"Berlin","0900304300","2009","2010","2016","Total Grand List","Number","2339805500"
"Berlin","0900304300","2009","2010","2017","Total Grand List","Number","2339805500"
"Berlin","0900304300","2009","2010","2018","Total Grand List","Number","2339805500"
"Bethany","0900904580","2009","2010","2016","Net Grand List","Number","615225920"
"Bethany","0900904580","2015","2010","2017","Net Grand List","Number","553053288"
"Bethany","0900904580","2015","2010","2018","Net Grand List","Number","553053288"
"Bethany","0900904580","2009","2010","2016","Top 10 Total Grand List","Number","46377892"
"Bethany","0900904580","2015","2010","2017","Top 10 Total Grand List","Number","37033989"
"Bethany","0900904580","2015","2010","2018","Top 10 Total Grand List","Number","37033989"
"Bethany","0900904580","2009","2010","2016","Total Grand List","Number","663896759"
"Bethany","0900904580","2015","2010","2017","Total Grand List","Number","596757147"
"Bethany","0900904580","2015","2010","2018","Total Grand List","Number","596757147"
"Bethel","0900104720","2013","2013","2016","Net Grand List","Number","1865157340"
"Bethel","0900104720","2016","2017","2017","Net Grand List","Number","1943534080"
"Bethel","900104720","2017","2018","2018","Net Grand List","Number","2005956930"
"Bethel","0900104720","2013","2013","2016","Top 10 Total Grand List","Number","201283220"
"Bethel","0900104720","2016","2017","2017","Top 10 Total Grand List","Number","217476880"
"Bethel","900104720","2017","2018","2018","Top 10 Total Grand List","Number","223445890"
"Bethel","0900104720","2013","2013","2016","Total Grand List","Number","1992601080"
"Bethel","0900104720","2016","2017","2017","Total Grand List","Number","1970716200"
"Bethel","900104720","2017","2018","2018","Total Grand List","Number","2036434370"
"Bethlehem","0900504930","2012","2013","2016","Net Grand List","Number","407011169"
"Bethlehem","0900504930","2016","2017","2017","Net Grand List","Number","374076301"
"Bethlehem","900504930","2017","2018","2018","Net Grand List","Number","301252224"
"Bethlehem","0900504930","2012","2013","2016","Top 10 Total Grand List","Number","13453364"
"Bethlehem","0900504930","2016","2017","2017","Top 10 Total Grand List","Number","15508440"
"Bethlehem","900504930","2017","2018","2018","Top 10 Total Grand List","Number","19830586"
"Bethlehem","0900504930","2012","2013","2016","Total Grand List","Number","411307912"
"Bethlehem","0900504930","2016","2017","2017","Total Grand List","Number","377710814"
"Bethlehem","900504930","2017","2018","2018","Total Grand List","Number","305593481"
"Bloomfield","0900305910","2014","2015","2016","Net Grand List","Number","2034013740"
"Bloomfield","0900305910","2014","2015","2017","Net Grand List","Number","2034013740"
"Bloomfield","900305910","2017","2018","2018","Net Grand List","Number","2113775492"
"Bloomfield","0900305910","2014","2015","2016","Top 10 Total Grand List","Number","405730410"
"Bloomfield","0900305910","2014","2015","2017","Top 10 Total Grand List","Number","405730410"
"Bloomfield","900305910","2017","2018","2018","Top 10 Total Grand List","Number","401044491"
"Bloomfield","0900305910","2014","2015","2016","Total Grand List","Number","2155160790"
"Bloomfield","0900305910","2014","2015","2017","Total Grand List","Number","2155160790"
"Bloomfield","900305910","2017","2018","2018","Total Grand List","Number","2312711360"
"Bolton","0901306260","2013","2010","2016","Net Grand List","Number","427447825"
"Bolton","0901306260","2015","2017","2017","Net Grand List","Number","429848968"
"Bolton","0901306260","2015","2017","2018","Net Grand List","Number","429848968"
"Bolton","0901306260","2013","2010","2016","Top 10 Total Grand List","Number","12893090"
"Bolton","0901306260","2015","2017","2017","Top 10 Total Grand List","Number","1332379"
"Bolton","0901306260","2015","2017","2018","Top 10 Total Grand List","Number","1332379"
"Bolton","0901306260","2013","2010","2016","Total Grand List","Number","486569370"
"Bolton","0901306260","2015","2017","2017","Total Grand List","Number","434870028"
"Bolton","0901306260","2015","2017","2018","Total Grand List","Number","434870028"
"Bozrah","0901106820","2009","2010","2016","Net Grand List","Number","241585389"
"Bozrah","0901106820","2016","2017","2017","Net Grand List","Number","222525091"
"Bozrah","0901106820","2016","2017","2018","Net Grand List","Number","222525091"
"Bozrah","0901106820","2009","2010","2016","Top 10 Total Grand List","Number","24277478"
"Bozrah","0901106820","2016","2017","2017","Top 10 Total Grand List","Number","28087750"
"Bozrah","0901106820","2016","2017","2018","Top 10 Total Grand List","Number","28087750"
"Bozrah","0901106820","2009","2010","2016","Total Grand List","Number","251571723"
"Bozrah","0901106820","2016","2017","2017","Total Grand List","Number","236236791"
"Bozrah","0901106820","2016","2017","2018","Total Grand List","Number","236236791"
"Branford","0900907310","2014","2015","2016","Net Grand List","Number","348568401"
"Branford","0900907310","2014","2015","2017","Net Grand List","Number","348568401"
"Branford","900907310","2016","2018","2018","Net Grand List","Number","3537873236"
"Branford","0900907310","2014","2015","2016","Top 10 Total Grand List","Number","174923250"
"Branford","0900907310","2014","2015","2017","Top 10 Total Grand List","Number","174923250"
"Branford","900907310","2016","2018","2018","Top 10 Total Grand List","Number","188668020"
"Branford","0900907310","2014","2015","2016","Total Grand List","Number","3517174206"
"Branford","0900907310","2014","2015","2017","Total Grand List","Number","3517174206"
"Branford","900907310","2016","2018","2018","Total Grand List","Number","3566371702"
"Bridgeport","0900108070","2013","2014","2016","Net Grand List","Number","6986770884"
"Bridgeport","0900108070","2016","2017","2017","Net Grand List","Number","6024684505"
"Bridgeport","900108070","2017","2018","2018","Net Grand List","Number","6064663214"
"Bridgeport","0900108070","2013","2014","2016","Top 10 Total Grand List","Number","819139636"
"Bridgeport","0900108070","2016","2017","2017","Top 10 Total Grand List","Number","792642210"
"Bridgeport","900108070","2017","2018","2018","Top 10 Total Grand List","Number","818631100"
"Bridgeport","0900108070","2013","2014","2016","Total Grand List","Number","7111368339"
"Bridgeport","0900108070","2016","2017","2017","Total Grand List","Number","8415459165"
"Bridgeport","900108070","2017","2018","2018","Total Grand List","Number","8494666784"
"Bridgewater","0900508210","2014","2015","2016","Net Grand List","Number","390959584"
"Bridgewater","0900508210","2016","2017","2017","Net Grand List","Number","368053801"
"Bridgewater","0900508210","2016","2017","2018","Net Grand List","Number","368053801"
"Bridgewater","0900508210","2014","2015","2016","Top 10 Total Grand List","Number","28060130"
"Bridgewater","0900508210","2016","2017","2017","Top 10 Total Grand List","Number","29894340"
"Bridgewater","0900508210","2016","2017","2018","Top 10 Total Grand List","Number","29894340"
"Bridgewater","0900508210","2014","2015","2016","Total Grand List","Number","434071454"
"Bridgewater","0900508210","2016","2017","2017","Total Grand List","Number","407303011"
"Bridgewater","0900508210","2016","2017","2018","Total Grand List","Number","407303011"
"Bristol","0900308490","2014","2015","2016","Net Grand List","Number","3824272002"
"Bristol","0900308490","2016","2017","2017","Net Grand List","Number","3911459729"
"Bristol","900308490","2017","2018","2018","Net Grand List","Number","3917268810"
"Bristol","0900308490","2014","2015","2016","Top 10 Total Grand List","Number","428106932"
"Bristol","0900308490","2016","2017","2017","Top 10 Total Grand List","Number","471843661"
"Bristol","900308490","2017","2018","2018","Top 10 Total Grand List","Number","473954793"
"Bristol","0900308490","2014","2015","2016","Total Grand List","Number","4136272964"
"Bristol","0900308490","2016","2017","2017","Total Grand List","Number","4204366433"
"Bristol","900308490","2017","2018","2018","Total Grand List","Number","4628077213"
"Brookfield","0900108980","2014","2015","2016","Net Grand List","Number","2240190086"
"Brookfield","0900108980","2016","2017","2017","Net Grand List","Number","2234572679"
"Brookfield","0900108980","2016","2017","2018","Net Grand List","Number","2234572679"
"Brookfield","0900108980","2014","2015","2016","Top 10 Total Grand List","Number","155037970"
"Brookfield","0900108980","2016","2017","2017","Top 10 Total Grand List","Number","160821880"
"Brookfield","0900108980","2016","2017","2018","Top 10 Total Grand List","Number","160821880"
"Brookfield","0900108980","2014","2015","2016","Total Grand List","Number","2202971242"
"Brookfield","0900108980","2016","2017","2017","Total Grand List","Number","2378732639"
"Brookfield","0900108980","2016","2017","2018","Total Grand List","Number","2378732639"
"Brooklyn","0901509190","2013","2014","2016","Net Grand List","Number","549699585"
"Brooklyn","0901509190","2016","2017","2017","Net Grand List","Number","549080945"
"Brooklyn","0901509190","2016","2017","2018","Net Grand List","Number","549080945"
"Brooklyn","0901509190","2013","2014","2016","Top 10 Total Grand List","Number","42016185"
"Brooklyn","0901509190","2016","2017","2017","Top 10 Total Grand List","Number","66485560"
"Brooklyn","0901509190","2016","2017","2018","Top 10 Total Grand List","Number","66485560"
"Brooklyn","0901509190","2013","2014","2016","Total Grand List","Number","554097054"
"Brooklyn","0901509190","2016","2017","2017","Total Grand List","Number","554580323"
"Brooklyn","0901509190","2016","2017","2018","Total Grand List","Number","554580323"
"Burlington","0900310100","2013","2014","2016","Net Grand List","Number","885507753"
"Burlington","0900310100","2016","2017","2017","Net Grand List","Number","916684555"
"Burlington","0900310100","2016","2017","2018","Net Grand List","Number","916684555"
"Burlington","0900310100","2013","2014","2016","Top 10 Total Grand List","Number","43670320"
"Burlington","0900310100","2016","2017","2017","Top 10 Total Grand List","Number","43543051"
"Burlington","0900310100","2016","2017","2018","Top 10 Total Grand List","Number","43543051"
"Burlington","0900310100","2013","2014","2016","Total Grand List","Number","933922723"
"Burlington","0900310100","2016","2017","2017","Total Grand List","Number","918957275"
"Burlington","0900310100","2016","2017","2018","Total Grand List","Number","918957275"
"Canaan","0900510940","2014","2015","2016","Net Grand List","Number","172375780"
"Canaan","0900510940","2016","2017","2017","Net Grand List","Number","170797000"
"Canaan","900510940","2017","2018","2018","Net Grand List","Number","176799380"
"Canaan","0900510940","2014","2015","2016","Top 10 Total Grand List","Number","29074270"
"Canaan","0900510940","2016","2017","2017","Top 10 Total Grand List","Number","28518080"
"Canaan","900510940","2017","2018","2018","Top 10 Total Grand List","Number","29693690"
"Canaan","0900510940","2014","2015","2016","Total Grand List","Number","174563000"
"Canaan","0900510940","2016","2017","2017","Total Grand List","Number",-666666
"Canaan","900510940","2017","2018","2018","Total Grand List","Number",-666666
"Canterbury","0901512130","2014","2015","2016","Net Grand List","Number","392665406"
"Canterbury","0901512130","2016","2017","2017","Net Grand List","Number","359148542"
"Canterbury","0901512130","2016","2017","2018","Net Grand List","Number","359148542"
"Canterbury","0901512130","2014","2015","2016","Top 10 Total Grand List","Number","17729833"
"Canterbury","0901512130","2016","2017","2017","Top 10 Total Grand List","Number","37211562"
"Canterbury","0901512130","2016","2017","2018","Top 10 Total Grand List","Number","37211562"
"Canterbury","0901512130","2014","2015","2016","Total Grand List","Number","398417446"
"Canterbury","0901512130","2016","2017","2017","Total Grand List","Number","364859132"
"Canterbury","0901512130","2016","2017","2018","Total Grand List","Number","364859132"
"Canton","0900312270","2009","2010","2016","Net Grand List","Number","1113674883"
"Canton","0900312270","2014","2017","2017","Net Grand List","Number","1100809523"
"Canton","900312270","2017","2018","2018","Net Grand List","Number","1121892880"
"Canton","0900312270","2009","2010","2016","Top 10 Total Grand List","Number","82881230"
"Canton","0900312270","2014","2017","2017","Top 10 Total Grand List","Number","84167940"
"Canton","900312270","2017","2018","2018","Top 10 Total Grand List","Number","86820140"
"Canton","0900312270","2009","2010","2016","Total Grand List","Number","1115562103"
"Canton","0900312270","2014","2017","2017","Total Grand List","Number","1103048233"
"Canton","900312270","2017","2018","2018","Total Grand List","Number","1124223660"
"Chaplin","0901513810","2014","2015","2016","Net Grand List","Number","157475810"
"Chaplin","0901513810","2016","2017","2017","Net Grand List","Number","188671260"
"Chaplin","901513810","2017","2018","2018","Net Grand List","Number","190161890"
"Chaplin","0901513810","2014","2015","2016","Top 10 Total Grand List","Number","20339690"
"Chaplin","0901513810","2016","2017","2017","Top 10 Total Grand List","Number","51425480"
"Chaplin","901513810","2017","2018","2018","Top 10 Total Grand List","Number","52474850"
"Chaplin","0901513810","2014","2015","2016","Total Grand List","Number","158357330"
"Chaplin","0901513810","2016","2017","2017","Total Grand List","Number","189754940"
"Chaplin","901513810","2017","2018","2018","Total Grand List","Number","191287180"
"Cheshire","0900914160","2014","2015","2016","Net Grand List","Number","2726793817"
"Cheshire","0900914160","2016","2017","2017","Net Grand List","Number","2763740629"
"Cheshire","900914160","2017","2018","2018","Net Grand List","Number","2779020616"
"Cheshire","0900914160","2014","2015","2016","Top 10 Total Grand List","Number","538200455"
"Cheshire","0900914160","2016","2017","2017","Top 10 Total Grand List","Number","200076745"
"Cheshire","900914160","2017","2018","2018","Top 10 Total Grand List","Number","200342738"
"Cheshire","0900914160","2014","2015","2016","Total Grand List","Number","2806848317"
"Cheshire","0900914160","2016","2017","2017","Total Grand List","Number","2836632816"
"Cheshire","900914160","2017","2018","2018","Total Grand List","Number","2862025907"
"Chester","0900714300","2012","2013","2016","Net Grand List","Number","502028248"
"Chester","0900714300","2016","2013","2017","Net Grand List","Number","440262080"
"Chester","0900714300","2016","2013","2018","Net Grand List","Number","440262080"
"Chester","0900714300","2012","2013","2016","Top 10 Total Grand List","Number","53981460"
"Chester","0900714300","2016","2013","2017","Top 10 Total Grand List","Number","43194070"
"Chester","0900714300","2016","2013","2018","Top 10 Total Grand List","Number","43194070"
"Chester","0900714300","2012","2013","2016","Total Grand List","Number","510791908"
"Chester","0900714300","2016","2013","2017","Total Grand List","Number","453512896"
"Chester","0900714300","2016","2013","2018","Total Grand List","Number","453512896"
"Clinton","0900715350","2013","2014","2016","Net Grand List","Number","1506767491"
"Clinton","0900715350","2013","2014","2017","Net Grand List","Number","1506767491"
"Clinton","0900715350","2013","2014","2018","Net Grand List","Number","1506767491"
"Clinton","0900715350","2013","2014","2016","Top 10 Total Grand List","Number","104042988"
"Clinton","0900715350","2013","2014","2017","Top 10 Total Grand List","Number","104042988"
"Clinton","0900715350","2013","2014","2018","Top 10 Total Grand List","Number","104042988"
"Clinton","0900715350","2013","2014","2016","Total Grand List","Number","1515908291"
"Clinton","0900715350","2013","2014","2017","Total Grand List","Number","1515908291"
"Clinton","0900715350","2013","2014","2018","Total Grand List","Number","1515908291"
"Colchester","0901115910","2009","2010","2016","Net Grand List","Number","1275361503"
"Colchester","0901115910","2009","2010","2017","Net Grand List","Number","1275361503"
"Colchester","901115910","2016","2018","2018","Net Grand List","Number","1201704429"
"Colchester","0901115910","2009","2010","2016","Top 10 Total Grand List","Number","55351730"
"Colchester","0901115910","2009","2010","2017","Top 10 Total Grand List","Number","55351730"
"Colchester","901115910","2016","2018","2018","Top 10 Total Grand List","Number","62298610"
"Colchester","0901115910","2009","2010","2016","Total Grand List","Number","1283291579"
"Colchester","0901115910","2009","2010","2017","Total Grand List","Number","1283291579"
"Colchester","901115910","2016","2018","2018","Total Grand List","Number",-666666
"Colebrook","0900516050","2014","2015","2016","Net Grand List","Number","184230233"
"Colebrook","0900516050","2016","2017","2017","Net Grand List","Number","183081827"
"Colebrook","0900516050","2016","2017","2018","Net Grand List","Number","183081827"
"Colebrook","0900516050","2014","2015","2016","Top 10 Total Grand List","Number","26641800"
"Colebrook","0900516050","2016","2017","2017","Top 10 Total Grand List","Number","38363965"
"Colebrook","0900516050","2016","2017","2018","Top 10 Total Grand List","Number","38363965"
"Colebrook","0900516050","2014","2015","2016","Total Grand List","Number","185483453"
"Colebrook","0900516050","2016","2017","2017","Total Grand List","Number","184373687"
"Colebrook","0900516050","2016","2017","2018","Total Grand List","Number","184373687"
"Columbia","0901316400","2014","2015","2016","Net Grand List","Number","471671182"
"Columbia","0901316400","2016","2017","2017","Net Grand List","Number","484327079"
"Columbia","901316400","2017","2018","2018","Net Grand List","Number","486906745"
"Columbia","0901316400","2014","2015","2016","Top 10 Total Grand List","Number","21624665"
"Columbia","0901316400","2016","2017","2017","Top 10 Total Grand List","Number","0"
"Columbia","901316400","2017","2018","2018","Top 10 Total Grand List","Number",-666666
"Columbia","0901316400","2014","2015","2016","Total Grand List","Number","475686812"
"Columbia","0901316400","2016","2017","2017","Total Grand List","Number","490298778"
"Columbia","901316400","2017","2018","2018","Total Grand List","Number","493592385"
"Cornwall","0900517240","2014","2015","2016","Net Grand List","Number","403063800"
"Cornwall","0900517240","2016","2017","2017","Net Grand List","Number","390283120"
"Cornwall","900517240","2017","2018","2018","Net Grand List","Number","389865000"
"Cornwall","0900517240","2014","2015","2016","Top 10 Total Grand List","Number","46239490"
"Cornwall","0900517240","2016","2017","2017","Top 10 Total Grand List","Number","44996200"
"Cornwall","900517240","2017","2018","2018","Top 10 Total Grand List","Number","43332520"
"Cornwall","0900517240","2014","2015","2016","Total Grand List","Number","403968470"
"Cornwall","0900517240","2016","2017","2017","Total Grand List","Number","391299230"
"Cornwall","900517240","2017","2018","2018","Total Grand List","Number","390925610"
"Coventry","0901317800","2011","2012","2016","Net Grand List","Number","983526745"
"Coventry","0901317800","2016","2017","2017","Net Grand List","Number","951967368"
"Coventry","0901317800","2016","2017","2018","Net Grand List","Number","951967368"
"Coventry","0901317800","2011","2012","2016","Top 10 Total Grand List","Number","27690620"
"Coventry","0901317800","2016","2017","2017","Top 10 Total Grand List","Number","35896920"
"Coventry","0901317800","2016","2017","2018","Top 10 Total Grand List","Number","35896920"
"Coventry","0901317800","2011","2012","2016","Total Grand List","Number","989203685"
"Coventry","0901317800","2016","2017","2017","Total Grand List","Number","960348164"
"Coventry","0901317800","2016","2017","2018","Total Grand List","Number","960348164"
"Cromwell","0900718080","2014","2015","2016","Net Grand List","Number","1289926800"
"Cromwell","0900718080","2014","2017","2017","Net Grand List","Number","1290318935"
"Cromwell","900718080","2017","2018","2018","Net Grand List","Number","1444745517"
"Cromwell","0900718080","2014","2015","2016","Top 10 Total Grand List","Number","302482760"
"Cromwell","0900718080","2014","2017","2017","Top 10 Total Grand List","Number","101819670"
"Cromwell","900718080","2017","2018","2018","Top 10 Total Grand List","Number","169473578"
"Cromwell","0900718080","2014","2015","2016","Total Grand List","Number","1390762380"
"Cromwell","0900718080","2014","2017","2017","Total Grand List","Number","1303866750"
"Cromwell","900718080","2017","2018","2018","Total Grand List","Number","1593191475"
"Danbury","0900118500","2009","2010","2016","Net Grand List","Number","7860745248"
"Danbury","0900118500","2009","2010","2017","Net Grand List","Number","7860745248"
"Danbury","900118500","2017","2018","2018","Net Grand List","Number","8.42%"
"Danbury","0900118500","2009","2010","2016","Top 10 Total Grand List","Number","635122220"
"Danbury","0900118500","2009","2010","2017","Top 10 Total Grand List","Number","635122220"
"Danbury","900118500","2017","2018","2018","Top 10 Total Grand List","Number","198978186"
"Danbury","0900118500","2009","2010","2016","Total Grand List","Number","10208915949"
"Danbury","0900118500","2009","2010","2017","Total Grand List","Number","10208915949"
"Danbury","900118500","2017","2018","2018","Total Grand List","Number","7736728568"
"Darien","0900118850","2013","2015","2016","Net Grand List","Number","8285454606"
"Darien","0900118850","2016","2017","2017","Net Grand List","Number","8521512679"
"Darien","900118850","2017","2018","2018","Net Grand List","Number","8598603870"
"Darien","0900118850","2013","2015","2016","Top 10 Total Grand List","Number","321525196"
"Darien","0900118850","2016","2017","2017","Top 10 Total Grand List","Number","282591461"
"Darien","900118850","2017","2018","2018","Top 10 Total Grand List","Number",-666666
"Darien","0900118850","2013","2015","2016","Total Grand List","Number","8286612726"
"Darien","0900118850","2016","2017","2017","Total Grand List","Number","8523910556"
"Darien","900118850","2017","2018","2018","Total Grand List","Number","8602601094"
"Deep River","0900719130","2014","2015","2016","Net Grand List","Number","499552409"
"Deep River","0900719130","2016","2015","2017","Net Grand List","Number","499045586"
"Deep River","900719130","2017","2018","2018","Net Grand List","Number","503551550"
"Deep River","0900719130","2014","2015","2016","Top 10 Total Grand List","Number","50620261"
"Deep River","0900719130","2016","2015","2017","Top 10 Total Grand List","Number","32789997"
"Deep River","900719130","2017","2018","2018","Top 10 Total Grand List","Number","34184770"
"Deep River","0900719130","2014","2015","2016","Total Grand List","Number","510961673"
"Deep River","0900719130","2016","2015","2017","Total Grand List","Number","631164334"
"Deep River","900719130","2017","2018","2018","Total Grand List","Number","637267195"
"Derby","0900919550","2014","2015","2016","Net Grand List","Number","748833439"
"Derby","0900919550","2015","2017","2017","Net Grand List","Number","721747773"
"Derby","900919550","2017","2018","2018","Net Grand List","Number","719415722"
"Derby","0900919550","2014","2015","2016","Top 10 Total Grand List","Number","70229552"
"Derby","0900919550","2015","2017","2017","Top 10 Total Grand List","Number","71650695"
"Derby","900919550","2017","2018","2018","Top 10 Total Grand List","Number","78458447"
"Derby","0900919550","2014","2015","2016","Total Grand List","Number","755924900"
"Derby","0900919550","2015","2017","2017","Total Grand List","Number","727101168"
"Derby","900919550","2017","2018","2018","Total Grand List","Number","727291659"
"Durham","0900720810","2009","2010","2016","Net Grand List","Number","780772117"
"Durham","0900720810","2009","2010","2017","Net Grand List","Number","780772117"
"Durham","900720810","2017","2018","2018","Net Grand List","Number","707791189"
"Durham","0900720810","2009","2010","2016","Top 10 Total Grand List","Number","44400170"
"Durham","0900720810","2009","2010","2017","Top 10 Total Grand List","Number","44400170"
"Durham","900720810","2017","2018","2018","Top 10 Total Grand List","Number","52879640"
"Durham","0900720810","2009","2010","2016","Total Grand List","Number","795226321"
"Durham","0900720810","2009","2010","2017","Total Grand List","Number","795226321"
"Durham","900720810","2017","2018","2018","Total Grand List","Number","731644206"
"Eastford","0901521860","2013","2014","2016","Net Grand List","Number","141272662"
"Eastford","0901521860","2013","2014","2017","Net Grand List","Number","141272662"
"Eastford","901521860","2017","2018","2018","Net Grand List","Number","145965644"
"Eastford","0901521860","2013","2014","2016","Top 10 Total Grand List","Number","8860310"
"Eastford","0901521860","2013","2014","2017","Top 10 Total Grand List","Number","8860310"
"Eastford","901521860","2017","2018","2018","Top 10 Total Grand List","Number",-666666
"Eastford","0901521860","2013","2014","2016","Total Grand List","Number","162733362"
"Eastford","0901521860","2013","2014","2017","Total Grand List","Number","162733362"
"Eastford","901521860","2017","2018","2018","Total Grand List","Number","159967759"
"East Granby","0900322070","2014","2015","2016","Net Grand List","Number","581485097"
"East Granby","0900322070","2016","2017","2017","Net Grand List","Number","581515512"
"East Granby","900322070","2017","2018","2018","Net Grand List","Number","581963912"
"East Granby","0900322070","2014","2015","2016","Top 10 Total Grand List","Number","107672322"
"East Granby","0900322070","2016","2017","2017","Top 10 Total Grand List","Number","111135911"
"East Granby","900322070","2017","2018","2018","Top 10 Total Grand List","Number","128647526"
"East Granby","0900322070","2014","2015","2016","Total Grand List","Number","627500234"
"East Granby","0900322070","2016","2017","2017","Total Grand List","Number","632765214"
"East Granby","900322070","2017","2018","2018","Total Grand List","Number","648092671"
"East Haddam","0900722280","2014","2015","2016","Net Grand List","Number","852756014"
"East Haddam","0900722280","2016","2017","2017","Net Grand List","Number","857551748"
"East Haddam","0900722280","2016","2017","2018","Net Grand List","Number","857551748"
"East Haddam","0900722280","2014","2015","2016","Top 10 Total Grand List","Number","49611230"
"East Haddam","0900722280","2016","2017","2017","Top 10 Total Grand List","Number","35428650"
"East Haddam","0900722280","2016","2017","2018","Top 10 Total Grand List","Number","35428650"
"East Haddam","0900722280","2014","2015","2016","Total Grand List","Number","922459425"
"East Haddam","0900722280","2016","2017","2017","Total Grand List","Number","867709046"
"East Haddam","0900722280","2016","2017","2018","Total Grand List","Number","867709046"
"East Hampton","0900722490","2013","2014","2016","Net Grand List","Number","1136056629"
"East Hampton","0900722490","2016","2017","2017","Net Grand List","Number","1143142817"
"East Hampton","900722490","2017","2018","2018","Net Grand List","Number","1138171778"
"East Hampton","0900722490","2013","2014","2016","Top 10 Total Grand List","Number","41097587"
"East Hampton","0900722490","2016","2017","2017","Top 10 Total Grand List","Number","40975082"
